CityCode;CountryCode;UtcOffset;TimeZoneId;CityName
NAR;CO;-05:00;America/Bogota;Puerto Nare
NAS;BS;-05:00;America/Nassau;Nassau
NAT;BR;-03:00;America/Araguaina;Natal
NAU;PF;-10:00;Pacific/Tahiti;Napuka
NAV;TR;+03:00;Europe/Istanbul;Nevsehir
NAW;TH;+07:00;Asia/Bangkok;Narathiwat
NAX;US;-10:00;Pacific/Honolulu;Barbers Point
NAZ;SB;+11:00;Pacific/Guadalcanal;Star Harbour
NBA;PG;+10:00;Pacific/Port_Moresby;Nambaiyufa
NBB;CO;-05:00;America/Bogota;Barranco Minas
NBC;RU;+03:00;Europe/Moscow;Nizhnekamsk
NBE;TN;+01:00;Africa/Tunis;Enfidha
NBH;AU;+10:00;Australia/Sydney;Nambucca Heads
NBJ;AO;+01:00;Africa/Luanda;Luanda
NBL;PA;-05:00;America/Panama;San Blas
NBN;GQ;+01:00;Africa/Malabo;Annobon
NBO;KE;+03:00;Africa/Nairobi;Nairobi
NBR;AU;+10:00;Australia/Brisbane;Nambour
NBS;CN;+08:00;Asia/Shanghai;Baishan
NBU;US;-06:00;America/Chicago;Glenview
NBV;BR;-03:00;America/Sao_Paulo;Cana Brava
NBX;ID;+09:00;Asia/Jayapura;Nabire
NCA;TC;-05:00;America/Grand_Turk;North Caicos
NCE;FR;+01:00;Europe/Paris;Nice
NCG;MX;-07:00;America/Mazatlan;Nuevo Casas Grandes
NCH;TZ;+03:00;Africa/Dar_es_Salaam;Nachingwea
NCI;CO;-05:00;America/Bogota;Necocli
NCJ;AR;-03:00;America/Argentina/Buenos_Aires;Sunchales
NCL;GB;+00:00;Europe/London;Newcastle
NCN;US;-09:00;America/Anchorage;Chenega
NCO;US;-05:00;America/New_York;North Kingstown
NCP;PH;+08:00;Asia/Manila;Luzon Island
NCR;NI;-06:00;America/Managua;San Carlos
NCS;ZA;+02:00;Africa/Johannesburg;Newcastle
NCT;CR;-06:00;America/Costa_Rica;Nicoya
NCU;UZ;+05:00;Asia/Tashkent;Nukus
NCY;FR;+01:00;Europe/Paris;Annecy
NDA;ID;+09:00;Asia/Jayapura;Banda Island
NDB;MR;+00:00;Africa/Nouakchott;Nouadhibou
NDC;IN;+05:30;Asia/Kolkata;Nanded
NDD;AO;+01:00;Africa/Luanda;Sumbe
NDE;KE;+03:00;Africa/Nairobi;Mandera
NDF;AO;+01:00;Africa/Luanda;N'dalatando
NDG;CN;+08:00;Asia/Shanghai;Qiqihar
NDH;CN;+08:00;Asia/Shanghai;Shunde
NDI;PG;+10:00;Pacific/Port_Moresby;Namudi
NDJ;TD;+01:00;Africa/Ndjamena;N'djamena
NDK;MH;+12:00;Pacific/Majuro;Namdrik Island
NDL;CF;+01:00;Africa/Bangui;Ndele
NDM;ET;+03:00;Africa/Addis_Ababa;Mendi
NDN;PG;+10:00;Pacific/Port_Moresby;Nadunumu
NDO;ES;+01:00;Europe/Madrid;La Palma Del Condada
NDR;MA;+01:00;Africa/Casablanca;Nador
NDS;AU;+08:00;Australia/Perth;Sandstone
NDU;NA;+02:00;Africa/Windhoek;Rundu
NDV;US;-05:00;America/New_York;Anacostia
NDY;GB;+00:00;Europe/London;Sanday
NDZ;DE;+01:00;Europe/Berlin;Nordholz-Spieka
NEA;US;-05:00;America/New_York;Glynco
NEC;AR;-03:00;America/Argentina/Buenos_Aires;Necochea
NEF;RU;+05:00;Asia/Yekaterinburg;Neftekamsk
NEG;JM;-05:00;America/Jamaica;Negril
NEI;RU;+10:00;Asia/Vladivostok;Terney
NEJ;ET;+03:00;Africa/Addis_Ababa;Nejo
NEK;ET;+03:00;Africa/Addis_Ababa;Nekemte
NEL;US;-05:00;America/New_York;Lakehurst
NEN;US;-05:00;America/New_York;Whitehouse
NER;RU;+09:00;Asia/Yakutsk;Neryungri
NEU;LA;+07:00;Asia/Vientiane;Sam Neua
NEV;KN;-04:00;America/St_Kitts;Nevis
NFF;CN;+08:00;Asia/Shanghai;Nanhai
NFG;RU;+05:00;Asia/Yekaterinburg;Nefteyugansk
NFL;US;-08:00;America/Los_Angeles;Fallon
NFO;TO;+13:00;Pacific/Tongatapu;Niuafo'ou
NFR;LY;+02:00;Africa/Tripoli;Nafoora
NGA;AU;+10:00;Australia/Sydney;Young
NGB;CN;+08:00;Asia/Shanghai;Ningbo
NGD;VG;-04:00;America/Tortola;Anegada
NGE;CM;+01:00;Africa/Douala;Ngaoundere
NGF;US;-10:00;Pacific/Honolulu;Kaneohe Bay
NGI;FJ;+12:00;Pacific/Fiji;Gau Island
NGK;RU;+11:00;Asia/Srednekolymsk;Nogliki
NGL;ZA;+02:00;Africa/Johannesburg;Ngala
NGN;PA;-05:00;America/Panama;Nargana
NGO;JP;+09:00;Asia/Tokyo;Nagoya
NGQ;CN;+08:00;Asia/Shanghai;Shiquande
NGR;PG;+10:00;Pacific/Port_Moresby;Ningerum
NGS;JP;+09:00;Asia/Tokyo;Nagasaki
NGV;AO;+01:00;Africa/Luanda;Ngiva
NGX;NP;+05:45;Asia/Kathmandu;Manang
NGZ;US;-08:00;America/Los_Angeles;Alameda
NHA;VN;+07:00;Asia/Ho_Chi_Minh;Nha Trang
NHG;CN;+08:00;Asia/Shanghai;Nanchang
NHK;US;-05:00;America/New_York;Patuxent River
NHR;IT;+01:00;Europe/Rome;Napoli Afragola High Speed Rail
NHS;PK;+05:00;Asia/Karachi;Nushki
NHT;GB;+00:00;Europe/London;Northolt
NHV;PF;-09:30;Pacific/Marquesas;Nuku Hiva
NHX;US;-06:00;America/Chicago;Foley
NHZ;US;-05:00;America/New_York;Brunswick
NIA;LR;+00:00;Africa/Monrovia;Nimba
NIB;US;-09:00;America/Anchorage;Nikolai
NIC;CY;+02:00;Asia/Nicosia;Nicosia
NIE;US;-09:00;America/Anchorage;Niblack
NIF;AU;+08:00;Australia/Perth;Nifty
NIG;KI;+12:00;Pacific/Tarawa;Nikunau
NIK;SN;+00:00;Africa/Dakar;Niokolo-Koba
NIM;NE;+01:00;Africa/Niamey;Niamey
NIN;US;-09:00;America/Anchorage;Ninilchik
NIO;CD;+01:00;Africa/Kinshasa;Nioki
NIQ;GL;-03:00;America/Godthab;Niaqornat
NIR;US;-06:00;America/Chicago;Beeville
NIS;PG;+10:00;Pacific/Port_Moresby;Simberi Island
NIT;FR;+01:00;Europe/Paris;Niort
NIU;PF;-10:00;Pacific/Tahiti;Niau
NIX;ML;+00:00;Africa/Bamako;Nioro Du Sahel
NJA;JP;+09:00;Asia/Tokyo;Atsugi
NJB;CN;+08:00;Asia/Shanghai;Neijiang Bei
NJC;RU;+05:00;Asia/Yekaterinburg;Nizhnevartovsk
NJF;IQ;+03:00;Asia/Baghdad;Al Najaf
NJJ;CN;+08:00;Asia/Shanghai;Heihe
NKA;GA;+01:00;Africa/Libreville;Nkan
NKB;AU;+08:00;Australia/Perth;Noonkanbah
NKC;MR;+00:00;Africa/Nouakchott;Nouakchott
NKD;ID;+09:00;Asia/Jayapura;Sinak
NKG;CN;+08:00;Asia/Shanghai;Nanjing
NKI;US;-09:00;America/Anchorage;Naukiti Bay
NKJ;CN;+08:00;Asia/Shanghai;Nanjing
NKL;CD;+02:00;Africa/Lubumbashi;Kolo
NKN;PG;+10:00;Pacific/Port_Moresby;Nankina
NKO;MG;+03:00;Indian/Antananarivo;Ankokoambo
NKP;PF;-10:00;Pacific/Tahiti;Nukutepipi
NKS;CM;+01:00;Africa/Douala;Nkongsamba
NKT;TR;+03:00;Europe/Istanbul;Sirnak
NKU;LS;+02:00;Africa/Maseru;Nkau
NKV;US;-09:00;America/Anchorage;Nichen Cove
NKY;CG;+01:00;Africa/Brazzaville;N'kayi
NLA;ZM;+02:00;Africa/Lusaka;Ndola
NLC;US;-08:00;America/Los_Angeles;Lemoore
NLD;MX;-06:00;America/Matamoros;Nuevo Laredo
NLE;US;-05:00;America/New_York;Niles
NLF;AU;+10:00;Australia/Brisbane;Darnley Island
NLG;US;-09:00;America/Anchorage;Nelson Lagoon
NLH;CN;+08:00;Asia/Shanghai;Ninglang
NLI;RU;+10:00;Asia/Vladivostok;Nikolayevsk-Na-Amure
NLK;NF;+11:00;Pacific/Norfolk;Norfolk Island
NLL;AU;+08:00;Australia/Perth;Nullagine
NLN;US;-08:00;America/Los_Angeles;Arcata/Eureka
NLP;ZA;+02:00;Africa/Johannesburg;Nelspruit
NLS;AU;+08:00;Australia/Perth;Nicholson
NLT;CN;+08:00;Asia/Shanghai;Xinyuan
NLV;UA;+02:00;Europe/Zaporozhye;Mykolaiv
NMA;UZ;+05:00;Asia/Tashkent;Namangan
NMB;IN;+05:30;Asia/Kolkata;Daman
NMC;BS;-05:00;America/Nassau;Norman's Cay
NME;US;-09:00;America/Anchorage;Nightmute
NMF;MV;+05:00;Indian/Maldives;Maafaru
NMG;PA;-05:00;America/Panama;San Miguel
NML;CA;-07:00;America/Whitehorse;Fort Mcmurray Mildred Lake
NMN;PG;+10:00;Pacific/Port_Moresby;Nomane
NMP;AU;+10:00;Australia/Brisbane;New Moon
NMR;AU;+10:00;Australia/Brisbane;Nappa Merrie
NMS;MM;+06:30;Asia/Yangon;Nansang
NMT;MM;+06:30;Asia/Yangon;Namtu
NMU;MH;+12:00;Pacific/Majuro;Namu
NNA;MA;+01:00;Africa/Casablanca;Kenitra
NNB;SB;+11:00;Pacific/Guadalcanal;Santa Ana Island
NND;MZ;+02:00;Africa/Maputo;Nangade
NNE;FR;+01:00;Europe/Paris;Narbonne
NNG;CN;+08:00;Asia/Shanghai;Nanning
NNI;NA;+02:00;Africa/Windhoek;Namutoni
NNK;US;-09:00;America/Anchorage;Naknek
NNL;US;-09:00;America/Anchorage;Nondalton
NNM;RU;+03:00;Europe/Moscow;Naryan-Mar
NNR;IE;+00:00;Europe/Dublin;Spiddal
NNT;TH;+07:00;Asia/Bangkok;Nan
NNU;BR;-03:00;America/Araguaina;Nanuque
NNX;ID;+08:00;Asia/Makassar;Nunukan
NNY;CN;+08:00;Asia/Shanghai;Nanyang
NOA;AU;+10:00;Australia/Sydney;Nowra
NOB;CR;-06:00;America/Costa_Rica;Nosara
NOC;IE;+00:00;Europe/Dublin;Knock
NOD;DE;+01:00;Europe/Berlin;Norden
NOE;DE;+01:00;Europe/Berlin;Norddeich
NOG;MX;-07:00;America/Mazatlan;Nogales
NOI;RU;+03:00;Europe/Moscow;Novorossiysk
NOJ;RU;+05:00;Asia/Yekaterinburg;Nojabrsk
NOK;BR;-04:00;America/Porto_Velho;Nova Xavantina
NOL;US;-09:00;America/Anchorage;Nokolik River
NOM;PG;+10:00;Pacific/Port_Moresby;Nomad River
NON;KI;+12:00;Pacific/Tarawa;Nonouti
NOO;PG;+10:00;Pacific/Port_Moresby;Naoro
NOP;TR;+03:00;Europe/Istanbul;Sinop
NOR;IS;+00:00;Atlantic/Reykjavik;Nordfjordur
NOS;MG;+03:00;Indian/Antananarivo;Nosy-Be
NOT;US;-08:00;America/Los_Angeles;Novato
NOU;NC;+11:00;Pacific/Noumea;Noumea
NOV;AO;+01:00;Africa/Luanda;Huambo
NOZ;RU;+07:00;Asia/Tomsk;Novokuznetsk
NPE;NZ;+12:00;Pacific/Auckland;Napier-Hastings
NPG;PG;+10:00;Pacific/Port_Moresby;Nipa
NPH;US;-07:00;America/Denver;Nephi
NPL;NZ;+12:00;Pacific/Auckland;New Plymouth
NPO;ID;+08:00;Asia/Makassar;Nangapinoh
NPP;AU;+09:30;Australia/Darwin;Napperby
NPR;BR;-03:00;America/Araguaina;Novo Progresso
NPT;US;-05:00;America/New_York;Newport
NPU;CO;-05:00;America/Bogota;San Pedro De Uraba
NPY;TZ;+03:00;Africa/Dar_es_Salaam;Mpanda
NQA;US;-06:00;America/Chicago;Millington
NQI;US;-06:00;America/Chicago;Kingsville
NQL;BR;-03:00;America/Araguaina;Niquelandia
NQN;AR;-03:00;America/Argentina/Buenos_Aires;Neuquen
NQT;GB;+00:00;Europe/London;Nottingham
NQU;CO;-05:00;America/Bogota;Nuqui
NQY;GB;+00:00;Europe/London;Newquay
NQZ;KZ;+06:00;Asia/Almaty;Astana
NRA;AU;+10:00;Australia/Sydney;Narrandera
NRB;US;-06:00;America/Chicago;Mayport
NRC;US;-08:00;America/Los_Angeles;Crows Landing
NRD;DE;+01:00;Europe/Berlin;Norderney
NRE;ID;+09:00;Asia/Jayapura;Namrole
NRG;AU;+08:00;Australia/Perth;Narrogin
NRI;US;-06:00;America/Chicago;Afton
NRK;SE;+01:00;Europe/Stockholm;Norrkoping
NRL;GB;+00:00;Europe/London;North Ronaldsay
NRM;ML;+00:00;Africa/Bamako;Nara
NRQ;AO;+01:00;Africa/Luanda;N'riquinha
NRR;PR;-04:00;America/Puerto_Rico;Ceiba
NRS;US;-08:00;America/Los_Angeles;Imperial Beach
NRY;AU;+09:30;Australia/Darwin;Newry
NSE;US;-06:00;America/Chicago;Milton
NSH;IR;+03:30;Asia/Tehran;Now Shahr
NSK;RU;+07:00;Asia/Tomsk;Norilsk
NSL;US;-06:00;America/Chicago;Slayton
NSM;AU;+08:00;Australia/Perth;Norseman
NSN;NZ;+12:00;Pacific/Auckland;Nelson
NSO;AU;+10:00;Australia/Sydney;Scone
NSP;PH;+08:00;Asia/Manila;Sangley Point
NSQ;GL;-03:00;America/Godthab;Nuussuaq
NSR;BR;-03:00;America/Araguaina;Sao Raimundo Nonato
NST;TH;+07:00;Asia/Bangkok;Nakhon Si Thammarat
NSV;AU;+10:00;Australia/Brisbane;Noosaville
NSX;VG;-04:00;America/Tortola;Virgin Gorda
NSY;IT;+01:00;Europe/Rome;Sigonella
NSZ;CN;+08:00;Asia/Shanghai;Nan Sha
NTA;FJ;+12:00;Pacific/Fiji;Natadola
NTB;NO;+01:00;Europe/Oslo;Notodden
NTC;MZ;+02:00;Africa/Maputo;Santa Carolina
NTD;US;-08:00;America/Los_Angeles;Port Mugu
NTE;FR;+01:00;Europe/Paris;Nantes
NTG;CN;+08:00;Asia/Shanghai;Nantong
NTI;ID;+09:00;Asia/Jayapura;Bintuni
NTJ;US;-07:00;America/Denver;Manti/Ephraim
NTL;AU;+10:00;Australia/Sydney;Newcastle
NTM;BR;-03:00;America/Araguaina;Miracema Do Tocantins
NTN;AU;+10:00;Australia/Brisbane;Normanton
NTO;CV;-01:00;Atlantic/Cape_Verde;Santo Antao Island
NTQ;JP;+09:00;Asia/Tokyo;Wajima
NTT;TO;+13:00;Pacific/Tongatapu;Niuatoputapu
NTU;US;-05:00;America/New_York;Virginia Beach
NTX;ID;+07:00;Asia/Pontianak;Natuna
NTY;ZA;+02:00;Africa/Johannesburg;Sun City
NUA;LK;+05:30;Asia/Colombo;Nuwara Eliya Spb
NUB;AU;+09:30;Australia/Darwin;Numbulwar
NUC;US;-08:00;America/Los_Angeles;San Clemente
NUD;SD;+02:00;Africa/Khartoum;En Nahud
NUE;DE;+01:00;Europe/Berlin;Nuremberg
NUF;LK;+05:30;Asia/Colombo;Hatton Spb
NUG;PG;+11:00;Pacific/Bougainville;Nuguria
NUH;CO;-05:00;America/Bogota;Nunchia
NUI;US;-09:00;America/Anchorage;Nuiqsut
NUJ;IR;+03:30;Asia/Tehran;Nogeh
NUK;PF;-10:00;Pacific/Tahiti;Nukutavake
NUL;US;-09:00;America/Anchorage;Nulato
NUM;SA;+03:00;Asia/Riyadh;Neom Bay
NUP;US;-09:00;America/Anchorage;Nunapitchuk
NUQ;US;-08:00;America/Los_Angeles;Mountain View
NUR;AU;+09:30;Australia/Adelaide;Nullarbor
NUS;VU;+11:00;Pacific/Efate;Norsup
NUT;PG;+10:00;Pacific/Port_Moresby;Nutuve
NUU;KE;+03:00;Africa/Nairobi;Nakuru
NUW;US;-08:00;America/Los_Angeles;Oak Harbor
NUX;RU;+05:00;Asia/Yekaterinburg;Novy Urengoy
NVA;CO;-05:00;America/Bogota;Neiva
NVD;US;-06:00;America/Chicago;Nevada
NVG;NI;-06:00;America/Managua;Nueva Guinea
NVI;UZ;+05:00;Asia/Tashkent;Navoi
NVK;NO;+01:00;Europe/Oslo;Narvik
NVM;BR;-04:00;America/Porto_Velho;Nova Mutum
NVN;US;-08:00;America/Los_Angeles;Beckwourth
NVP;BR;-04:00;America/Porto_Velho;Novo Aripuana
NVR;RU;+03:00;Europe/Moscow;Novgorod
NVS;FR;+01:00;Europe/Paris;Nevers
NVT;BR;-03:00;America/Araguaina;Navegantes
NVY;IN;+05:30;Asia/Kolkata;Neyveli
NWA;KM;+03:00;Indian/Comoro;Moheli
NWH;US;-05:00;America/New_York;Newport
NWI;GB;+00:00;Europe/London;Norwich
NWP;CA;-03:30;America/St_Johns;Argentia
NWT;PG;+10:00;Pacific/Port_Moresby;Nowata
NWU;BM;-04:00;Atlantic/Bermuda;Bermuda Nas
NXX;US;-05:00;America/New_York;Willow Grove
NYA;RU;+05:00;Asia/Yekaterinburg;Nyagan
NYC;US;-05:00;America/New_York;New York
NYE;KE;+03:00;Africa/Nairobi;Nyeri
NYG;US;-05:00;America/New_York;Quantico
NYI;GH;+00:00;Africa/Accra;Sunyani
NYK;KE;+03:00;Africa/Nairobi;Nanyuki
NYM;RU;+05:00;Asia/Yekaterinburg;Nadym
NYN;AU;+10:00;Australia/Sydney;Nyngan
NYR;RU;+09:00;Asia/Yakutsk;Nyurba
NYT;MM;+06:30;Asia/Yangon;Nay Pyi Taw
NYU;MM;+06:30;Asia/Yangon;Bagan/Nyaung-U
NYW;MM;+06:30;Asia/Yangon;Monywa
NZA;AO;+01:00;Africa/Luanda;Nzagi
NZC;PE;-05:00;America/Lima;Nazca
NZE;GN;+00:00;Africa/Conakry;Nzerekore
NZH;CN;+08:00;Asia/Shanghai;Manzhouli
NZL;CN;+08:00;Asia/Shanghai;Zhalantun
NZO;KE;+03:00;Africa/Nairobi;Nzoia
NZW;US;-05:00;America/New_York;South Weymouth
OAA;AF;+04:30;Asia/Kabul;Shank Air Base
OAG;AU;+10:00;Australia/Sydney;Orange
OAH;AF;+04:30;Asia/Kabul;Shindand
OAI;AF;+04:30;Asia/Kabul;Bagram
OAJ;US;-05:00;America/New_York;Jacksonville
OAK;US;-08:00;America/Los_Angeles;Oakland
OAL;BR;-04:00;America/Porto_Velho;Cacoal
OAM;NZ;+12:00;Pacific/Auckland;Oamaru
OAN;HN;-06:00;America/Tegucigalpa;Olanchito
OAS;AF;+04:30;Asia/Kabul;Sharana
OAX;MX;-06:00;America/Mexico_City;Oaxaca
OAZ;AF;+04:30;Asia/Kabul;Camp Bastion
OBA;AU;+10:00;Australia/Brisbane;Oban
OBC;DJ;+03:00;Africa/Djibouti;Obock
OBD;ID;+09:00;Asia/Jayapura;Obano
OBE;US;-05:00;America/New_York;Okeechobee
OBF;DE;+01:00;Europe/Berlin;Oberpfaffenhofen
OBI;BR;-03:00;America/Araguaina;Obidos
OBK;US;-06:00;America/Chicago;Northbrook
OBL;BE;+01:00;Europe/Brussels;Zoersel
OBM;PG;+10:00;Pacific/Port_Moresby;Morobe
OBN;GB;+00:00;Europe/London;Oban
OBO;JP;+09:00;Asia/Tokyo;Obihiro
OBS;FR;+01:00;Europe/Paris;Aubenas
OBT;US;-08:00;America/Los_Angeles;Oakland Coliseum Railway Stn
OBU;US;-09:00;America/Anchorage;Kobuk
OBX;PG;+10:00;Pacific/Port_Moresby;Obo
OBY;GL;-01:00;America/Scoresbysund;Ittoqqortoormiit
OCA;US;-05:00;America/New_York;Key Largo
OCC;EC;-05:00;America/Guayaquil;Coca
OCD;CN;+08:00;Asia/Shanghai;Duyun
OCE;US;-05:00;America/New_York;Ocean City
OCF;US;-05:00;America/New_York;Ocala
OCH;US;-06:00;America/Chicago;Nacogdoches
OCI;US;-09:00;America/Anchorage;Oceanic
OCJ;JM;-05:00;America/Jamaica;Ocho Rios
OCM;AU;+08:00;Australia/Perth;Boolgeeda
OCN;US;-08:00;America/Los_Angeles;Oceanside
OCS;GQ;+01:00;Africa/Malabo;Corisco Island
OCV;CO;-05:00;America/Bogota;Ocana
OCW;US;-05:00;America/New_York;Washington
ODA;CF;+01:00;Africa/Bangui;Ouadda
ODB;ES;+01:00;Europe/Madrid;Cordoba
ODC;US;-08:00;America/Los_Angeles;Oakdale
ODD;AU;+09:30;Australia/Adelaide;Oodnadatta
ODE;DK;+01:00;Europe/Copenhagen;Odense
ODH;GB;+00:00;Europe/London;Odiham
ODJ;CF;+01:00;Africa/Bangui;Ouanda Djalle
ODL;AU;+09:30;Australia/Adelaide;Cordillo Downs
ODM;US;-05:00;America/New_York;Oakland
ODN;MY;+08:00;Asia/Kuching;Long Seridan
ODO;RU;+08:00;Asia/Irkutsk;Bodaybo
ODR;AU;+08:00;Australia/Perth;Ord River
ODS;UA;+02:00;Europe/Zaporozhye;Odesa
ODW;US;-08:00;America/Los_Angeles;Oak Harbor
ODY;LA;+07:00;Asia/Vientiane;Muang Xay
OEA;US;-05:00;America/New_York;Vincennes
OEC;TL;+09:00;Asia/Dili;Ocussi
OEL;RU;+03:00;Europe/Moscow;Orel
OEM;SR;-03:00;America/Paramaribo;Paloemeu
OEO;US;-06:00;America/Chicago;Osceola
OER;SE;+01:00;Europe/Stockholm;Ornskoldsvik
OES;AR;-03:00;America/Argentina/Buenos_Aires;San Antonio Oeste
OFI;CI;+00:00;Africa/Abidjan;Ouango-Fitini
OFJ;IS;+00:00;Atlantic/Reykjavik;Olafsfjordur
OFK;US;-06:00;America/Chicago;Norfolk
OFU;AS;-11:00;Pacific/Pago_Pago;Ofu Island
OGA;US;-07:00;America/Denver;Ogallala
OGB;US;-05:00;America/New_York;Orangeburg
OGD;US;-07:00;America/Denver;Ogden
OGE;PG;+10:00;Pacific/Port_Moresby;Ogeranang
OGG;US;-10:00;Pacific/Honolulu;Kahului
OGL;GY;-04:00;America/Guyana;Georgetown
OGM;PA;-05:00;America/Panama;Ustupo Island
OGN;JP;+09:00;Asia/Tokyo;Yonaguni
OGO;CI;+00:00;Africa/Abidjan;Abengourou
OGR;TD;+01:00;Africa/Ndjamena;Bongor
OGS;US;-05:00;America/New_York;Ogdensburg
OGU;TR;+03:00;Europe/Istanbul;Ordu Giresun
OGV;NA;+02:00;Africa/Windhoek;Ongava
OGX;DZ;+01:00;Africa/Algiers;Ouargla
OGZ;RU;+03:00;Europe/Moscow;Vladikavkaz
OHA;NZ;+12:00;Pacific/Auckland;Ohakea
OHB;MG;+03:00;Indian/Antananarivo;Moramanga
OHC;US;-09:00;America/Anchorage;North East Cape
OHD;MK;+01:00;Europe/Skopje;Ohrid
OHE;CN;+08:00;Asia/Shanghai;Mohe
OHH;RU;+11:00;Asia/Srednekolymsk;Okha
OHI;NA;+02:00;Africa/Windhoek;Oshakati
OHO;RU;+10:00;Asia/Vladivostok;Okhotsk
OHR;DE;+01:00;Europe/Berlin;Wyk Auf Fohr
OHS;OM;+04:00;Asia/Muscat;Sohar
OHT;PK;+05:00;Asia/Karachi;Kohat
OIA;BR;-03:00;America/Araguaina;Ourilandia Do Norte
OIC;US;-05:00;America/New_York;Norwich
OIL;NL;+01:00;Europe/Amsterdam;Den Haag
OIM;JP;+09:00;Asia/Tokyo;Oshima
OIR;JP;+09:00;Asia/Tokyo;Okushiri
OIT;JP;+09:00;Asia/Tokyo;Oita
OJU;ID;+08:00;Asia/Makassar;Tojo Una Una
OKA;JP;+09:00;Asia/Tokyo;Okinawa
OKB;AU;+10:00;Australia/Brisbane;Fraser Island
OKC;US;-06:00;America/Chicago;Oklahoma City
OKE;JP;+09:00;Asia/Tokyo;Okierabu
OKF;NA;+02:00;Africa/Windhoek;Okaukuejo
OKG;CG;+01:00;Africa/Brazzaville;Okoyo
OKH;GB;+00:00;Europe/London;Oakham
OKI;JP;+09:00;Asia/Tokyo;Oki
OKJ;JP;+09:00;Asia/Tokyo;Okayama
OKK;US;-05:00;America/New_York;Kokomo
OKL;ID;+09:00;Asia/Jayapura;Oksibil
OKM;US;-06:00;America/Chicago;Okmulgee
OKN;GA;+01:00;Africa/Libreville;Okondja
OKP;PG;+10:00;Pacific/Port_Moresby;Oksapmin
OKQ;ID;+09:00;Asia/Jayapura;Okaba
OKR;AU;+10:00;Australia/Brisbane;Yorke Island
OKS;US;-07:00;America/Denver;Oshkosh
OKT;RU;+05:00;Asia/Yekaterinburg;Oktiabrsky
OKU;NA;+02:00;Africa/Windhoek;Mokuti Lodge
OKV;PG;+10:00;Pacific/Port_Moresby;Okao
OKY;AU;+10:00;Australia/Brisbane;Oakey
OLA;NO;+01:00;Europe/Oslo;Orland
OLB;IT;+01:00;Europe/Rome;Olbia
OLC;BR;-04:00;America/Porto_Velho;Sao Paula De Olivenca
OLD;US;-05:00;America/New_York;Old Town
OLE;US;-05:00;America/New_York;Olean
OLF;US;-07:00;America/Denver;Wolf Point
OLH;US;-09:00;America/Anchorage;Old Harbor
OLI;IS;+00:00;Atlantic/Reykjavik;Olafsvik
OLJ;VU;+11:00;Pacific/Efate;Olpoi
OLK;PY;-04:00;America/Asuncion;Fuerte Olimpo
OLL;CG;+01:00;Africa/Brazzaville;Oyo
OLM;US;-08:00;America/Los_Angeles;Olympia
OLN;AR;-03:00;America/Argentina/Buenos_Aires;Sarmiento
OLO;CZ;+01:00;Europe/Prague;Olomouc
OLP;AU;+09:30;Australia/Adelaide;Olympic Dam
OLQ;PG;+10:00;Pacific/Port_Moresby;Olsobip
OLR;AF;+04:30;Asia/Kabul;Salerno Air Base
OLS;US;-07:00;America/Phoenix;Nogales
OLT;ES;+01:00;Europe/Madrid;Toledo
OLU;US;-06:00;America/Chicago;Columbus
OLV;US;-06:00;America/Chicago;Olive Branch
OLY;US;-06:00;America/Chicago;Olney/Noble
OLZ;RU;+09:00;Asia/Yakutsk;Olekminsk
OMA;US;-06:00;America/Chicago;Omaha
OMB;GA;+01:00;Africa/Libreville;Omboue
OMC;PH;+08:00;Asia/Manila;Ormoc
OMD;NA;+02:00;Africa/Windhoek;Oranjemund
OME;US;-09:00;America/Anchorage;Nome
OMF;JO;+03:00;Asia/Amman;Mafraq
OMG;NA;+02:00;Africa/Windhoek;Omega
OMH;IR;+03:30;Asia/Tehran;Urumiyeh
OMI;IR;+03:30;Asia/Tehran;Omidiyeh
OMJ;JP;+09:00;Asia/Tokyo;Nagasaki
OMK;US;-08:00;America/Los_Angeles;Omak
OML;PG;+10:00;Pacific/Port_Moresby;Omkalai
OMM;OM;+04:00;Asia/Muscat;Marmul
OMN;IN;+05:30;Asia/Kolkata;Osmanabad
OMO;BA;+01:00;Europe/Sarajevo;Mostar
OMR;RO;+02:00;Europe/Bucharest;Oradea
OMS;RU;+06:00;Asia/Omsk;Omsk
OMY;KH;+07:00;Asia/Phnom_Penh;Thbeng Meanchey
ONA;US;-06:00;America/Chicago;Winona
ONB;PG;+10:00;Pacific/Port_Moresby;Ononge
OND;NA;+02:00;Africa/Windhoek;Ondangwa
ONE;SB;+11:00;Pacific/Guadalcanal;Onepusu
ONG;AU;+10:00;Australia/Brisbane;Mornington Island
ONH;US;-05:00;America/New_York;Oneonta
ONI;ID;+09:00;Asia/Jayapura;Moanamani
ONJ;JP;+09:00;Asia/Tokyo;Odate/Noshiro
ONK;RU;+09:00;Asia/Yakutsk;Olenek
ONL;US;-06:00;America/Chicago;O'neill
ONM;US;-07:00;America/Denver;Socorro
ONN;US;-09:00;America/Anchorage;Onion Bay
ONO;US;-07:00;America/Denver;Ontario
ONP;US;-08:00;America/Los_Angeles;Newport
ONQ;TR;+03:00;Europe/Istanbul;Zonguldak
ONR;AU;+10:00;Australia/Brisbane;Monkira
ONS;AU;+08:00;Australia/Perth;Onslow
ONT;US;-08:00;America/Los_Angeles;Ontario
ONU;FJ;+12:00;Pacific/Fiji;Ono-I-Lau
ONX;PA;-05:00;America/Panama;Colon
ONY;US;-06:00;America/Chicago;Olney
